long,lat,group,order,region,subregion
-56.10654449,50.75927734,271,15795,Canada,Newfoundland
-56.12119293,50.73378754,271,15796,Canada,Newfoundland
-56.13564301,50.65097427,271,15797,Canada,Newfoundland
-56.195755,50.58476639,271,15798,Canada,Newfoundland
-56.3824234,50.41699219,271,15799,Canada,Newfoundland
-56.4543457,50.38002777,271,15800,Canada,Newfoundland
-56.45478439,50.35048676,271,15801,Canada,Newfoundland
-56.48393631,50.27084732,271,15802,Canada,Newfoundland
-56.53935623,50.20674133,271,15803,Canada,Newfoundland
-56.69399643,50.05966949,271,15804,Canada,Newfoundland
-56.73232269,50.00771332,271,15805,Canada,Newfoundland
-56.7495575,49.96655273,271,15806,Canada,Newfoundland
-56.74716949,49.90849686,271,15807,Canada,Newfoundland
-56.7541008,49.88291168,271,15808,Canada,Newfoundland
-56.78950119,49.83374023,271,15809,Canada,Newfoundland
-56.83886719,49.78774643,271,15810,Canada,Newfoundland
-56.84863281,49.76533127,271,15811,Canada,Newfoundland
-56.82920074,49.72460938,271,15812,Canada,Newfoundland
-56.80922699,49.71039963,271,15813,Canada,Newfoundland
-56.80688477,49.67333984,271,15814,Canada,Newfoundland
-56.82216644,49.6134758,271,15815,Canada,Newfoundland
-56.75679016,49.65161133,271,15816,Canada,Newfoundland
-56.61064148,49.78769302,271,15817,Canada,Newfoundland
-56.50092697,49.86962891,271,15818,Canada,Newfoundland
-56.4275856,49.89741135,271,15819,Canada,Newfoundland
-56.37641525,49.93369293,271,15820,Canada,Newfoundland
-56.32182693,50.01377106,271,15821,Canada,Newfoundland
-56.24707031,50.09008789,271,15822,Canada,Newfoundland
-56.17939377,50.11499023,271,15823,Canada,Newfoundland
-56.14838791,50.1003418,271,15824,Canada,Newfoundland
-56.12216949,50.06283951,271,15825,Canada,Newfoundland
-56.12744141,50.01513672,271,15826,Canada,Newfoundland
-56.16416168,49.95727539,271,15827,Canada,Newfoundland
-56.16127777,49.94013596,271,15828,Canada,Newfoundland
-56.07500076,49.98261642,271,15829,Canada,Newfoundland
-55.92700195,50.01777267,271,15830,Canada,Newfoundland
-55.87333679,50.013134,271,15831,Canada,Newfoundland
-55.7647438,49.96044922,271,15832,Canada,Newfoundland
-55.67446518,49.96655273,271,15833,Canada,Newfoundland
-55.5300293,49.99716949,271,15834,Canada,Newfoundland
-55.50292969,49.9831543,271,15835,Canada,Newfoundland
-55.52700424,49.93676758,271,15836,Canada,Newfoundland
-55.58369064,49.89238358,271,15837,Canada,Newfoundland
-55.71762848,49.82900238,271,15838,Canada,Newfoundland
-56.03998947,49.70468521,271,15839,Canada,Newfoundland
-56.14018631,49.61914063,271,15840,Canada,Newfoundland
-56.12119293,49.62172699,271,15841,Canada,Newfoundland
-56.05161285,49.65839767,271,15842,Canada,Newfoundland
-55.97851563,49.67812347,271,15843,Canada,Newfoundland
-55.90185547,49.68085861,271,15844,Canada,Newfoundland
-55.86982346,49.67016602,271,15845,Canada,Newfoundland
-55.88232422,49.6459465,271,15846,Canada,Newfoundland
-55.89204407,49.58027649,271,15847,Canada,Newfoundland
-56.08730316,49.45195389,271,15848,Canada,Newfoundland
-56.04121017,49.4568367,271,15849,Canada,Newfoundland
-55.81523514,49.51528168,271,15850,Canada,Newfoundland
-55.67812347,49.43461609,271,15851,Canada,Newfoundland
-55.48974609,49.46249771,271,15852,Canada,Newfoundland
-55.37593079,49.48974609,271,15853,Canada,Newfoundland
-55.37915039,49.47290039,271,15854,Canada,Newfoundland
-55.35449219,49.43769455,271,15855,Canada,Newfoundland
-55.35536957,49.38085938,271,15856,Canada,Newfoundland
-55.34384918,49.37290192,271,15857,Canada,Newfoundland
-55.28993988,49.39194107,271,15858,Canada,Newfoundland
-55.28017807,49.41274261,271,15859,Canada,Newfoundland
-55.28300858,49.51381683,271,15860,Canada,Newfoundland
-55.26635742,49.52392578,271,15861,Canada,Newfoundland
-55.22954178,49.50815582,271,15862,Canada,Newfoundland
-55.20703125,49.48203278,271,15863,Canada,Newfoundland
-55.20029449,49.40849686,271,15864,Canada,Newfoundland
-55.22499847,49.33466721,271,15865,Canada,Newfoundland
-55.25932312,49.26699066,271,15866,Canada,Newfoundland
-55.34248352,49.16811371,271,15867,Canada,Newfoundland
-55.33193207,49.12558746,271,15868,Canada,Newfoundland
-55.35317612,49.07944489,271,15869,Canada,Newfoundland
-55.33476257,49.07788086,271,15870,Canada,Newfoundland
-55.25234222,49.12089539,271,15871,Canada,Newfoundland
-55.24736404,49.13857269,271,15872,Canada,Newfoundland
-55.25381088,49.17964172,271,15873,Canada,Newfoundland
-55.24452972,49.19980621,271,15874,Canada,Newfoundland
-55.17612076,49.24443436,271,15875,Canada,Newfoundland
-55.06318283,49.29736328,271,15876,Canada,Newfoundland
-55.02617264,49.30537033,271,15877,Canada,Newfoundland
-55.01040268,49.29301834,271,15878,Canada,Newfoundland
-55.01591873,49.26035309,271,15879,Canada,Newfoundland
-54.98261642,49.268116,271,15880,Canada,Newfoundland
-54.91054916,49.31626129,271,15881,Canada,Newfoundland
-54.84365463,49.34540939,271,15882,Canada,Newfoundland
-54.78188324,49.35546875,271,15883,Canada,Newfoundland
-54.71762466,49.38857651,271,15884,Canada,Newfoundland
-54.65087891,49.44453049,271,15885,Canada,Newfoundland
-54.57905197,49.49081802,271,15886,Canada,Newfoundland
-54.50219727,49.52734375,271,15887,Canada,Newfoundland
-54.4691925,49.52978516,271,15888,Canada,Newfoundland
-54.48061371,49.46933365,271,15889,Canada,Newfoundland
-54.46543121,49.4005394,271,15890,Canada,Newfoundland
-54.46347809,49.34174728,271,15891,Canada,Newfoundland
-54.44824219,49.32944489,271,15892,Canada,Newfoundland
-54.38906097,49.39213562,271,15893,Canada,Newfoundland
-54.35615158,49.41503906,271,15894,Canada,Newfoundland
-54.31674957,49.42411804,271,15895,Canada,Newfoundland
-54.27080154,49.41928864,271,15896,Canada,Newfoundland
-53.95771408,49.44184875,271,15897,Canada,Newfoundland
-53.86245346,49.42631912,271,15898,Canada,Newfoundland
-53.75498199,49.3853035,271,15899,Canada,Newfoundland
-53.61943436,49.32162857,271,15900,Canada,Newfoundland
-53.56958008,49.26416016,271,15901,Canada,Newfoundland
-53.56005859,49.19169998,271,15902,Canada,Newfoundland
-53.57344055,49.14120865,271,15903,Canada,Newfoundland
-53.67114258,49.07753754,271,15904,Canada,Newfoundland
-53.75805664,49.03540039,271,15905,Canada,Newfoundland
-53.80932617,48.9934082,271,15906,Canada,Newfoundland
-53.82490158,48.95136642,271,15907,Canada,Newfoundland
-53.84521484,48.92544174,271,15908,Canada,Newfoundland
-53.90322113,48.88916016,271,15909,Canada,Newfoundland
-54.16127777,48.78769684,271,15910,Canada,Newfoundland
-54.09951019,48.78476715,271,15911,Canada,Newfoundland
-53.95068359,48.80678558,271,15912,Canada,Newfoundland
-53.85287857,48.81132889,271,15913,Canada,Newfoundland
-53.84775162,48.79667664,271,15914,Canada,Newfoundland
-53.88681412,48.76782227,271,15915,Canada,Newfoundland
-53.96152496,48.73886871,271,15916,Canada,Newfoundland
-53.9695816,48.72490311,271,15917,Canada,Newfoundland
-53.96601486,48.70669174,271,15918,Canada,Newfoundland
-53.88613129,48.68466568,271,15919,Canada,Newfoundland
-53.78408051,48.69541168,271,15920,Canada,Newfoundland
-53.69804382,48.67983246,271,15921,Canada,Newfoundland
-53.70634842,48.65551758,271,15922,Canada,Newfoundland
-53.77460861,48.57632065,271,15923,Canada,Newfoundland
-53.79462814,48.52636719,271,15924,Canada,Newfoundland
-53.88554764,48.48456955,271,15925,Canada,Newfoundland
-54.06777573,48.41884995,271,15926,Canada,Newfoundland
-54.11445236,48.39360428,271,15927,Canada,Newfoundland
-54.10424805,48.38837814,271,15928,Canada,Newfoundland
-53.93701172,48.43662262,271,15929,Canada,Newfoundland
-53.85273743,48.44882584,271,15930,Canada,Newfoundland
-53.79931641,48.44921875,271,15931,Canada,Newfoundland
-53.7388649,48.49580002,271,15932,Canada,Newfoundland
-53.64443207,48.51123047,271,15933,Canada,Newfoundland
-53.55205154,48.48178482,271,15934,Canada,Newfoundland
-53.41132736,48.56215668,271,15935,Canada,Newfoundland
-53.36108398,48.57260513,271,15936,Canada,Newfoundland
-53.2754364,48.5633316,271,15937,Canada,Newfoundland
-53.22026443,48.57788086,271,15938,Canada,Newfoundland
-53.12734222,48.63256836,271,15939,Canada,Newfoundland
-53.05727386,48.65903091,271,15940,Canada,Newfoundland
-53.04267502,48.65664291,271,15941,Canada,Newfoundland
-53.02758789,48.63471603,271,15942,Canada,Newfoundland
-53.02075195,48.57162857,271,15943,Canada,Newfoundland
-53.03730392,48.51586914,271,15944,Canada,Newfoundland
-53.06020355,48.48032379,271,15945,Canada,Newfoundland
-53.13574219,48.40185547,271,15946,Canada,Newfoundland
-53.18212891,48.37436295,271,15947,Canada,Newfoundland
-53.22509766,48.36401367,271,15948,Canada,Newfoundland
-53.30117035,48.36816406,271,15949,Canada,Newfoundland
-53.3343277,48.35595703,271,15950,Canada,Newfoundland
-53.40551758,48.29433441,271,15951,Canada,Newfoundland
-53.53120041,48.23188782,271,15952,Canada,Newfoundland
-53.6097641,48.20771408,271,15953,Canada,Newfoundland
-53.56020737,48.17382813,271,15954,Canada,Newfoundland
-53.54184723,48.10844803,271,15955,Canada,Newfoundland
-53.5694313,48.08808517,271,15956,Canada,Newfoundland
-53.70429611,48.06792068,271,15957,Canada,Newfoundland
-53.71015549,48.05683517,271,15958,Canada,Newfoundland
-53.7582016,48.04238129,271,15959,Canada,Newfoundland
-53.86957932,48.01968002,271,15960,Canada,Newfoundland
-53.79355621,48.00971603,271,15961,Canada,Newfoundland
-53.65302658,48.02573395,271,15962,Canada,Newfoundland
-53.63823318,48.01464844,271,15963,Canada,Newfoundland
-53.65761948,47.96865082,271,15964,Canada,Newfoundland
-53.69501877,47.92119217,271,15965,Canada,Newfoundland
-53.86167145,47.79927063,271,15966,Canada,Newfoundland
-53.86367035,47.78701401,271,15967,Canada,Newfoundland
-53.83774185,47.72724533,271,15968,Canada,Newfoundland
-53.80537033,47.68203354,271,15969,Canada,Newfoundland
-53.76513672,47.65009689,271,15970,Canada,Newfoundland
-53.67236328,47.64824295,271,15971,Canada,Newfoundland
-53.60375977,47.66230774,271,15972,Canada,Newfoundland
-53.50376129,47.74384689,271,15973,Canada,Newfoundland
-53.28271484,47.99784851,271,15974,Canada,Newfoundland
-53.08544922,48.06850433,271,15975,Canada,Newfoundland
-52.9209938,48.14706802,271,15976,Canada,Newfoundland
-52.88330078,48.13115311,271,15977,Canada,Newfoundland
-52.86601639,48.11299133,271,15978,Canada,Newfoundland
-52.87202454,48.09394836,271,15979,Canada,Newfoundland
-52.95497894,48.02929688,271,15980,Canada,Newfoundland
-52.99824142,47.97592926,271,15981,Canada,Newfoundland
-53.11083984,47.81191635,271,15982,Canada,Newfoundland
-53.15385818,47.73456955,271,15983,Canada,Newfoundland
-53.17553711,47.6529808,271,15984,Canada,Newfoundland
-53.16982651,47.51211166,271,15985,Canada,Newfoundland
-53.15766525,47.48779297,271,15986,Canada,Newfoundland
-53.12246323,47.45512772,271,15987,Canada,Newfoundland
-53.05683899,47.48310471,271,15988,Canada,Newfoundland
-52.94502258,47.55283356,271,15989,Canada,Newfoundland
-52.87319565,47.61943436,271,15990,Canada,Newfoundland
-52.81694412,47.72787857,271,15991,Canada,Newfoundland
-52.78242111,47.76943588,271,15992,Canada,Newfoundland
-52.74492264,47.7689476,271,15993,Canada,Newfoundland
-52.71142578,47.74531555,271,15994,Canada,Newfoundland
-52.70326996,47.69301987,271,15995,Canada,Newfoundland
-52.67216873,47.62177658,271,15996,Canada,Newfoundland
-52.65366364,47.54941559,271,15997,Canada,Newfoundland
-52.66850662,47.46982574,271,15998,Canada,Newfoundland
-52.68364334,47.42631912,271,15999,Canada,Newfoundland
-52.91240311,47.10322189,271,16000,Canada,Newfoundland
-52.888134,47.04585266,271,16001,Canada,Newfoundland
-52.88208008,47.01108551,271,16002,Canada,Newfoundland
-52.88920593,46.97412109,271,16003,Canada,Newfoundland
-52.9617157,46.81943512,271,16004,Canada,Newfoundland
-53.03193665,46.72275162,271,16005,Canada,Newfoundland
-53.06977463,46.68124771,271,16006,Canada,Newfoundland
-53.11484146,46.65581131,271,16007,Canada,Newfoundland
-53.16699219,46.64648438,271,16008,Canada,Newfoundland
-53.21367264,46.66049957,271,16009,Canada,Newfoundland
-53.25488281,46.69770813,271,16010,Canada,Newfoundland
-53.29130936,46.71704102,271,16011,Canada,Newfoundland
-53.32304764,46.7183609,271,16012,Canada,Newfoundland
-53.38174057,46.71142578,271,16013,Canada,Newfoundland
-53.53613281,46.63251877,271,16014,Canada,Newfoundland
-53.56777191,46.6282692,271,16015,Canada,Newfoundland
-53.58979416,46.63886642,271,16016,Canada,Newfoundland
-53.6163559,46.68027115,271,16017,Canada,Newfoundland
-53.59516525,46.88847733,271,16018,Canada,Newfoundland
-53.58134842,46.95727539,271,16019,Canada,Newfoundland
-53.61215973,47.01035309,271,16020,Canada,Newfoundland
-53.57963562,47.09941483,271,16021,Canada,Newfoundland
-53.57846451,47.13325119,271,16022,Canada,Newfoundland
-53.59736252,47.14599609,271,16023,Canada,Newfoundland
-53.63637543,47.13769531,271,16024,Canada,Newfoundland
-53.69536209,47.09292221,271,16025,Canada,Newfoundland
-53.77431488,47.01181793,271,16026,Canada,Newfoundland
-53.86000824,46.93945313,271,16027,Canada,Newfoundland
-54.00957108,46.83959961,271,16028,Canada,Newfoundland
-54.0760231,46.81996918,271,16029,Canada,Newfoundland
-54.1023941,46.82490158,271,16030,Canada,Newfoundland
-54.1328125,46.83857727,271,16031,Canada,Newfoundland
-54.17372894,46.88037109,271,16032,Canada,Newfoundland
-54.17329025,46.91718674,271,16033,Canada,Newfoundland
-54.15522385,46.96748352,271,16034,Canada,Newfoundland
-54.09267807,47.08623123,271,16035,Canada,Newfoundland
-53.97050858,47.26196289,271,16036,Canada,Newfoundland
-53.86909103,47.38701248,271,16037,Canada,Newfoundland
-53.84951019,47.44033051,271,16038,Canada,Newfoundland
-53.8778801,47.46357346,271,16039,Canada,Newfoundland
-53.90082932,47.50932693,271,16040,Canada,Newfoundland
-53.93974686,47.64467621,271,16041,Canada,Newfoundland
-53.98901367,47.7562027,271,16042,Canada,Newfoundland
-54.04726791,47.80561447,271,16043,Canada,Newfoundland
-54.19184494,47.85981369,271,16044,Canada,Newfoundland
-54.21840668,47.84672928,271,16045,Canada,Newfoundland
-54.23388672,47.77167892,271,16046,Canada,Newfoundland
-54.40468597,47.5559082,271,16047,Canada,Newfoundland
-54.43447495,47.46230316,271,16048,Canada,Newfoundland
-54.45590973,47.4275856,271,16049,Canada,Newfoundland
-54.48813629,47.40385818,271,16050,Canada,Newfoundland
-54.56254959,47.37519455,271,16051,Canada,Newfoundland
-54.5423851,47.42509842,271,16052,Canada,Newfoundland
-54.46323013,47.53623199,271,16053,Canada,Newfoundland
-54.47392273,47.54706955,271,16054,Canada,Newfoundland
-54.57451248,47.45776367,271,16055,Canada,Newfoundland
-54.65117264,47.40820313,271,16056,Canada,Newfoundland
-54.74467468,47.39545822,271,16057,Canada,Newfoundland
-54.80151367,47.39863205,271,16058,Canada,Newfoundland
-54.85663986,47.38500977,271,16059,Canada,Newfoundland
-55.09043121,47.17392731,271,16060,Canada,Newfoundland
-55.09921646,47.1035614,271,16061,Canada,Newfoundland
-55.13964844,47.04594803,271,16062,Canada,Newfoundland
-55.2549324,46.94174957,271,16063,Canada,Newfoundland
-55.3157196,46.90571213,271,16064,Canada,Newfoundland
-55.40126801,46.8992691,271,16065,Canada,Newfoundland
-55.47929764,46.91728592,271,16066,Canada,Newfoundland
-55.53071213,46.91401672,271,16067,Canada,Newfoundland
-55.65234375,46.88144684,271,16068,Canada,Newfoundland
-55.78852463,46.86723328,271,16069,Canada,Newfoundland
-55.84472656,46.87382889,271,16070,Canada,Newfoundland
-55.88061523,46.88720703,271,16071,Canada,Newfoundland
-55.94990158,46.92768478,271,16072,Canada,Newfoundland
-55.95820236,46.95639801,271,16073,Canada,Newfoundland
-55.95449066,46.97324371,271,16074,Canada,Newfoundland
-55.91923523,47.01689529,271,16075,Canada,Newfoundland
-55.83837891,47.07163239,271,16076,Canada,Newfoundland
-55.7718277,47.09208679,271,16077,Canada,Newfoundland
-55.61005783,47.11962891,271,16078,Canada,Newfoundland
-55.49150467,47.16064453,271,16079,Canada,Newfoundland
-55.40122223,47.22148132,271,16080,Canada,Newfoundland
-55.36088943,47.25859451,271,16081,Canada,Newfoundland
-55.1908226,47.44897461,271,16082,Canada,Newfoundland
-54.97563553,47.51616287,271,16083,Canada,Newfoundland
-54.86953354,47.57089996,271,16084,Canada,Newfoundland
-54.79536057,47.64033127,271,16085,Canada,Newfoundland
-54.78461838,47.66474533,271,16086,Canada,Newfoundland
-54.89101791,47.6294899,271,16087,Canada,Newfoundland
-54.94594955,47.62084961,271,16088,Canada,Newfoundland
-55.03501129,47.63388443,271,16089,Canada,Newfoundland
-55.07456207,47.65756989,271,16090,Canada,Newfoundland
-55.19658279,47.65005112,271,16091,Canada,Newfoundland
-55.36631012,47.66108322,271,16092,Canada,Newfoundland
-55.39076996,47.64287186,271,16093,Canada,Newfoundland
-55.41269684,47.55039215,271,16094,Canada,Newfoundland
-55.43466949,47.50126648,271,16095,Canada,Newfoundland
-55.46064377,47.48476791,271,16096,Canada,Newfoundland
-55.49863434,47.47505188,271,16097,Canada,Newfoundland
-55.57612228,47.46523666,271,16098,Canada,Newfoundland
-55.77470779,47.49829102,271,16099,Canada,Newfoundland
-55.81137848,47.51635742,271,16100,Canada,Newfoundland
-55.86206055,47.53007889,271,16101,Canada,Newfoundland
-56.08134842,47.49995041,271,16102,Canada,Newfoundland
-56.12724686,47.50283051,271,16103,Canada,Newfoundland
-56.08369064,47.52450943,271,16104,Canada,Newfoundland
-55.86708832,47.59233475,271,16105,Canada,Newfoundland
-55.84438324,47.7878418,271,16106,Canada,Newfoundland
-55.85791016,47.81919098,271,16107,Canada,Newfoundland
-55.91845703,47.79189682,271,16108,Canada,Newfoundland
-56.02011871,47.76372147,271,16109,Canada,Newfoundland
-56.08964539,47.77187729,271,16110,Canada,Newfoundland
-56.12143326,47.78916168,271,16111,Canada,Newfoundland
-56.15058517,47.77451324,271,16112,Canada,Newfoundland
-56.22128677,47.67138672,271,16113,Canada,Newfoundland
-56.26298523,47.65844727,271,16114,Canada,Newfoundland
-56.32577896,47.65449142,271,16115,Canada,Newfoundland
-56.45956802,47.61694336,271,16116,Canada,Newfoundland
-56.72231293,47.59228516,271,16117,Canada,Newfoundland
-56.77412033,47.564991,271,16118,Canada,Newfoundland
-56.95249176,47.57446289,271,16119,Canada,Newfoundland
-57.47343826,47.63110352,271,16120,Canada,Newfoundland
-57.65981674,47.6253891,271,16121,Canada,Newfoundland
-57.88408279,47.66000748,271,16122,Canada,Newfoundland
-57.92553711,47.67490005,271,16123,Canada,Newfoundland
-58.2393074,47.66884613,271,16124,Canada,Newfoundland
-58.33320236,47.67685318,271,16125,Canada,Newfoundland
-58.32695389,47.71987152,271,16126,Canada,Newfoundland
-58.33686447,47.73085785,271,16127,Canada,Newfoundland
-58.42802811,47.6833992,271,16128,Canada,Newfoundland
-58.50888824,47.65258789,271,16129,Canada,Newfoundland
-58.61313248,47.6262207,271,16130,Canada,Newfoundland
-58.94116592,47.58046722,271,16131,Canada,Newfoundland
-59.11694717,47.5707016,271,16132,Canada,Newfoundland
-59.21928406,47.60253906,271,16133,Canada,Newfoundland
-59.25976563,47.63417816,271,16134,Canada,Newfoundland
-59.32065582,47.73691177,271,16135,Canada,Newfoundland
-59.36240387,47.86567688,271,16136,Canada,Newfoundland
-59.36206055,47.88896561,271,16137,Canada,Newfoundland
-59.34086609,47.93364334,271,16138,Canada,Newfoundland
-59.27206802,47.99555969,271,16139,Canada,Newfoundland
-58.96084213,48.15937424,271,16140,Canada,Newfoundland
-58.71059799,48.32505035,271,16141,Canada,Newfoundland
-58.60498428,48.41132736,271,16142,Canada,Newfoundland
-58.50263977,48.44203949,271,16143,Canada,Newfoundland
-58.33554459,48.51367188,271,16144,Canada,Newfoundland
-58.3302269,48.52211761,271,16145,Canada,Newfoundland
-58.49223709,48.51303864,271,16146,Canada,Newfoundland
-58.60615158,48.53286362,271,16147,Canada,Newfoundland
-58.72255707,48.54072189,271,16148,Canada,Newfoundland
-58.94380188,48.52177811,271,16149,Canada,Newfoundland
-59.16679382,48.52177811,271,16150,Canada,Newfoundland
-59.16767502,48.55849457,271,16151,Canada,Newfoundland
-59.06342697,48.62768555,271,16152,Canada,Newfoundland
-58.84180069,48.74643326,271,16153,Canada,Newfoundland
-58.81919098,48.74682617,271,16154,Canada,Newfoundland
-58.88711166,48.69155121,271,16155,Canada,Newfoundland
-58.90644836,48.65019608,271,16156,Canada,Newfoundland
-58.87724686,48.62270737,271,16157,Canada,Newfoundland
-58.84341049,48.60532379,271,16158,Canada,Newfoundland
-58.71645355,48.59804535,271,16159,Canada,Newfoundland
-58.68735504,48.62207031,271,16160,Canada,Newfoundland
-58.64160156,48.74941254,271,16161,Canada,Newfoundland
-58.54560852,48.89687347,271,16162,Canada,Newfoundland
-58.49374771,49.00322342,271,16163,Canada,Newfoundland
-58.40366364,49.08432388,271,16164,Canada,Newfoundland
-58.35869217,49.09653473,271,16165,Canada,Newfoundland
-58.31875229,49.08134842,271,16166,Canada,Newfoundland
-58.18613434,49.06191635,271,16167,Canada,Newfoundland
-58.04966354,48.98754883,271,16168,Canada,Newfoundland
-58.00556564,48.98125076,271,16169,Canada,Newfoundland
-57.99052429,48.98794174,271,16170,Canada,Newfoundland
-58.04057693,49.00976563,271,16171,Canada,Newfoundland
-58.08184052,49.04472733,271,16172,Canada,Newfoundland
-58.09892654,49.07743835,271,16173,Canada,Newfoundland
-58.04907608,49.17998123,271,16174,Canada,Newfoundland
-57.99067688,49.20947266,271,16175,Canada,Newfoundland
-57.98007584,49.22963715,271,16176,Canada,Newfoundland
-58.09687042,49.23007584,271,16177,Canada,Newfoundland
-58.19091797,49.25873947,271,16178,Canada,Newfoundland
-58.21889496,49.30512619,271,16179,Canada,Newfoundland
-58.21338272,49.38666916,271,16180,Canada,Newfoundland
-58.18271255,49.4353981,271,16181,Canada,Newfoundland
-58.10742569,49.49970627,271,16182,Canada,Newfoundland
-58.01581955,49.54248047,271,16183,Canada,Newfoundland
-57.96123123,49.53153992,271,16184,Canada,Newfoundland
-57.8560524,49.47382736,271,16185,Canada,Newfoundland
-57.79130936,49.48999023,271,16186,Canada,Newfoundland
-57.79882813,49.50854492,271,16187,Canada,Newfoundland
-57.89745712,49.60039139,271,16188,Canada,Newfoundland
-57.92905426,49.66840744,271,16189,Canada,Newfoundland
-57.92617035,49.70083237,271,16190,Canada,Newfoundland
-57.71250153,50.02490234,271,16191,Canada,Newfoundland
-57.60795975,50.19878006,271,16192,Canada,Newfoundland
-57.4655304,50.46367264,271,16193,Canada,Newfoundland
-57.43261719,50.50580978,271,16194,Canada,Newfoundland
-57.36044693,50.58393478,271,16195,Canada,Newfoundland
-57.33056641,50.60517502,271,16196,Canada,Newfoundland
-57.23740005,50.60536957,271,16197,Canada,Newfoundland
-57.17959213,50.61484528,271,16198,Canada,Newfoundland
-57.26416016,50.64936829,271,16199,Canada,Newfoundland
-57.29443359,50.67338943,271,16200,Canada,Newfoundland
-57.29800034,50.69873047,271,16201,Canada,Newfoundland
-57.27490234,50.72529602,271,16202,Canada,Newfoundland
-57.24213791,50.74492264,271,16203,Canada,Newfoundland
-57.13164139,50.78740311,271,16204,Canada,Newfoundland
-57.05326843,50.85732651,271,16205,Canada,Newfoundland
-57.00566483,50.93965149,271,16206,Canada,Newfoundland
-57.0127449,50.96772385,271,16207,Canada,Newfoundland
-57.03730392,50.99565506,271,16208,Canada,Newfoundland
-57.03593826,51.01084137,271,16209,Canada,Newfoundland
-56.97636414,51.02797699,271,16210,Canada,Newfoundland
-56.82514572,51.12573242,271,16211,Canada,Newfoundland
-56.8054657,51.14448547,271,16212,Canada,Newfoundland
-56.75019455,51.27490234,271,16213,Canada,Newfoundland
-56.68242264,51.33276367,271,16214,Canada,Newfoundland
-56.61904526,51.36245346,271,16215,Canada,Newfoundland
-56.51796722,51.39931488,271,16216,Canada,Newfoundland
-56.20737076,51.48862457,271,16217,Canada,Newfoundland
-56.02558517,51.56835938,271,16218,Canada,Newfoundland
-55.90209961,51.56391525,271,16219,Canada,Newfoundland
-55.86582184,51.50830078,271,16220,Canada,Newfoundland
-55.69042969,51.47134018,271,16221,Canada,Newfoundland
-55.65956879,51.51103592,271,16222,Canada,Newfoundland
-55.700634,51.55942535,271,16223,Canada,Newfoundland
-55.66640854,51.57890701,271,16224,Canada,Newfoundland
-55.52162933,51.59638596,271,16225,Canada,Newfoundland
-55.49643326,51.58984375,271,16226,Canada,Newfoundland
-55.45322418,51.56230545,271,16227,Canada,Newfoundland
-55.45874023,51.53652191,271,16228,Canada,Newfoundland
-127.9246597,51.47387695,272,16230,Canada,Calvert Island
-127.9412613,51.45717621,272,16231,Canada,Calvert Island
-127.9812469,51.45722961,272,16232,Canada,Calvert Island
-128.0445251,51.47402191,272,16233,Canada,Calvert Island
-128.0917969,51.51113129,272,16234,Canada,Calvert Island
-128.1487732,51.62670898,272,16235,Canada,Calvert Island
-128.1423798,51.64657974,272,16236,Canada,Calvert Island
-128.122757,51.66679382,272,16237,Canada,Calvert Island
-128.0317383,51.70839691,272,16238,Canada,Calvert Island
-127.9986877,51.70380783,272,16239,Canada,Calvert Island
-127.9868164,51.67358398,272,16240,Canada,Calvert Island
-127.932518,51.60546875,272,16241,Canada,Calvert Island
-127.9163589,51.58544922,272,16242,Canada,Calvert Island
-127.9163055,51.50619888,272,16243,Canada,Calvert Island
-127.9246597,51.47387695,272,16244,Canada,Calvert Island
-55.36123276,51.88964844,273,16246,Canada,40
-55.40888977,51.88881683,273,16247,Canada,40
-55.41962814,51.90005112,273,16248,Canada,40
-55.39980316,51.93847656,273,16249,Canada,40
-55.34648514,51.98286057,273,16250,Canada,40
-55.27407074,51.99516678,273,16251,Canada,40
-55.2935524,51.92998123,273,16252,Canada,40
-55.36123276,51.88964844,273,16253,Canada,40
-79.38427734,51.95195389,274,16255,Canada,Charlton Island
-79.42558289,51.94487381,274,16256,Canada,Charlton Island
-79.52060699,51.95293045,274,16257,Canada,Charlton Island
-79.59687042,51.97802734,274,16258,Canada,Charlton Island
-79.64374542,52.01005936,274,16259,Canada,Charlton Island
-79.33486176,52.09814453,274,16260,Canada,Charlton Island
-79.27129364,52.0868187,274,16261,Canada,Charlton Island
-79.27021027,52.07109451,274,16262,Canada,Charlton Island
-79.31660461,52.02392578,274,16263,Canada,Charlton Island
-79.32894897,51.99228287,274,16264,Canada,Charlton Island
-79.35150909,51.96831131,274,16265,Canada,Charlton Island
-79.38427734,51.95195389,274,16266,Canada,Charlton Island
-131.0292969,51.96162033,275,16268,Canada,42
-131.0472565,51.9597168,275,16269,Canada,42
-131.0805206,51.98041916,275,16270,Canada,42
-131.1034241,52.01386642,275,16271,Canada,42
-131.1173401,52.10102463,275,16272,Canada,42
-131.107132,52.13657379,275,16273,Canada,42
-131.0980835,52.15063477,275,16274,Canada,42
-131.0106506,52.09526443,275,16275,Canada,42
-131.0292969,51.96162033,275,16276,Canada,42
-128.3687439,52.40087891,276,16278,Canada,43
-128.4454041,52.38750076,276,16279,Canada,43
-128.4198761,52.44111252,276,16280,Canada,43
-128.4125061,52.47285461,276,16281,Canada,43
-128.4262695,52.50273514,276,16282,Canada,43
-128.4359436,52.56035233,276,16283,Canada,43
-128.4397888,52.69638824,276,16284,Canada,43
-128.3648987,52.78188324,276,16285,Canada,43
-128.2472687,52.78437424,276,16286,Canada,43
